"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","date_event_start","date_event_end","exp_attendance","exp_participants","event_host","event_url","address_full","lat","lng"
"Ocean Beach Certified Farmer's Market (Wednesdays)","51505","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop! ","Newport Avenue between Bacon and Cable Streets ","2019-12-11 16:00:00","2019-12-11 20:00:00","1,200","125","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Stre","32.746857","-117.25107"
"Curbside Bites Food Truck Markets - Downtown Lunch","51984","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served. ","B Street between India & Columbia Streets. ","2019-12-11 11:00:00","2019-12-11 14:00:00","300","30","Curbside Bites ","www.curbsidebites.com","B Street & India Street","32.717766","-117.16828"
"Little Italy's Wednesday Farmers Market","51454","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes. Expected  ","Date Street between State Street and cul-de-sac west of Kettner Blvd.","2019-12-11 09:00:00","2019-12-11 14:00:00","1,200","80","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","32.722996","-117.1665"
"Pacific Beach Tuesday Farmers' Market","51867","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place. ","Bayard Street between Grand and Garnet Avenues ","2019-12-10 14:00:00","2019-12-10 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"East Village Holiday Market","53102","","FESTIVAL","Tis the season, East Village Holiday Market transforms 13th street into a Vendor Village between Island and Market. Within Quartyard will be a 25 Foot tree lighting ceremony, a visit by Santa, holiday decorations, music, photobooth & more! Live Music from The Baja Bugs!","13th Street between Market Street and Island Avenue","2019-12-08 15:00:00","2019-12-08 20:00:00","","","East Village Association","","13th Street and Market Street","32.7115414","-117.1528173"
"North Park Toyland Parade","52638","","PARADES","A delightful parade in North Park brings sights and sounds of high school marching bands, floats, community groups, costumed characters, Santa, and dignitaries in decorated cars. ","University Ave./Utah St. - University Ave./Hermann Ave.","2019-12-08 11:00:00","2019-12-08 13:00:00","","","North Park Main Street","www.northparktoyland parade.com","University Avenue & Utah Street","32.748455","-117.13279"
"62nd La Jolla Christmas Parade & Holiday Festival","52315","","PARADES","A wonderful Christmas parade lures people from all around to the sidewalks of La Jolla. You'll see floats, marching bands, community groups, drill teams, vintage vehicles, horses, and yes-a camel! Church bells peal with a fly-over. There is also a Holiday Festival and Tree Lighting Ceremony. ","Girard Ave./Kline St. - Girard Ave. - Prospect St. - Draper St./Prospect St. Festival: La Jolla Recreation Center at 615 Prospect St.  ","2019-12-08 10:30:00","2019-12-08 15:30:00","6,000","1,000","La Jolla Christmas Parade & Holiday Festival ","www.ljparade.com","615 Prospect Street","32.843332399999994","-117.277853"
"Sunday Artisan Market","52117","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities.","5th Avenue between Market Street and J Street","2019-12-08 10:00:00","2019-12-08 15:00:00","","30","Gaslamp Quarter Association ","www.gaslamp.org","5th Avenue & Market Street ","32.711490000000005","-117.160126"
"Old Town Artisan's Market","51708","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-12-08 09:00:00","2019-12-08 16:30:00","500","100","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"2019 Hillcrest Farmers' Market (Sundays)","52067","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue, Harvey Milk between Normal and Cleveland Streets","2019-12-08 09:00:00","2019-12-08 14:00:00","4,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street ","32.7485285","-117.1498856"
"US Beach Soccer National Championship ","52432","","ATHLETIC","The US Beach Soccer National Championship takes place in Mission Beach. The amazing shoreline of Mission Beach will be called the hosts for the 2019 edition of the US Beach Soccer National Championship!  ","Mission Beach at 2597 Mission Boulevard @ North Jetty Road","2019-12-08 08:00:00","2019-12-08 17:00:00","","","US Beach Soccer National Championship ","","Mission Boulevard @ North Jetty Road","32.759809499999996","-117.2488872"
"Girls on the Run 5K","52612","","ATHLETIC","Join in a 5K at Crown Point Park! Proceeds benefit Girls on the Run, a nonprofit organization dedicated to helping girls reach their potential.","Crown Point Park pathways

","2019-12-08 07:30:00","2019-12-08 11:00:00","","","Girls on the Run San Diego","www.gotrsd.org","3500 Corona Oriente Road","32.7890784","-117.2336748"
"TRS - ISA World Adaptive Surfing Championships","52637","","ATHLETIC","Come and watch the Therapeutic Recreational Services and the International Surfing Assoc.'-s 2018 World Adaptive Surfing Championships. The world'-s best adaptive surfers will hit the waves of La Jolla Shores to represent their countries and compete for individual and team medals.","Kellogg Park and La Jolla Shores beach area","2019-12-08 07:00:00","2019-12-08 19:00:00","","","Therapeutic Recreational Services - Parks & Rec","www.isasurf.org","8300 Camino del Oro","32.8569477","-117.256356"
"40th Annual Ocean Beach Holiday Parade","52648","","PARADES","Ocean Beach presents a nighttime community Christmas parade complete with marching bands and marching groups from schools to businesses. Find a place along the street and keep a look out for Santa. You never know who else might appear in this beach town parade; it just might be surfers.","Sunset Cliffs Blvd./Newport Ave. - Newport Ave. - Abbott St. - Santa Monica Ave.","2019-12-07 17:05:00","2019-12-07 18:45:00","","","Ocean Beach Town Council","www.obtowncouncil.org","Sunset Cliffs Blvd. & Newport Ave","32.744724","-117.2476"
"Little Italy Tree Lighting & Christmas Village","52925","","FESTIVAL","Little Italy presents a friendly Christmas Village where you can come for hometown gift shopping, light refreshments, and a mixture of Italian and holiday music. At dark, the grand lighting of a glowing Christmas Tree will light up! Santa will be there for the kids, so don't forget the kids!","India Street between West Cedar and West Grape Streets","2019-12-07 16:00:00","2019-12-07 20:00:00","","","Little Italy Association of San Diego","www.littleitalysd.com","India Street & Cedar Street","32.721947","-117.16828999999998"
"42nd Balboa Park December Nights (2-Day Event)","52924","","FESTIVAL","Celebrate the holiday season and the spirit of Christmas! Sparkling décor is everywhere as you stroll through the park amid pleasing music and smiling faces. There's free admission into the museums, gift shopping, food, and much more. Be sure to see the amazing grand finale at the Organ Pavilion!","Balboa Park (park wide)","2019-12-07 12:00:00","2019-12-07 23:00:00","","","City of San Diego","www.visitdecembernights.org","1500 El Prado","32.73145","-117.15038"
"The International Spirits Garden","52922","","FESTIVAL","As part of Balboa Park December Nights, the International Spirits Garden occurs on the Federal Lawn this year, as there is construction in its historic area. Not to worry - your favorite cultural adult beverage is still available from the same folks - just a more spacious setting!","Federal Lawn along Presidents Way","2019-12-07 12:00:00","2019-12-07 23:00:00","","","SDS Events","","2131 Pan American Plaza","32.72769","-117.15266399999999"
"SWEA December Nights (2-Day Event)","52640","","FESTIVAL","As a part of the December Nights event in Balboa Park, you can experience the culture of Sweden. There will be imported Swedish crafts, delicious Swedish foods, and entertaining choir music. Be sure to visit the Glogg Garden for a cup of glogg - it's a flavored Swedish spice wine. ","Balboa Park - California Plaza across from the Museum of Man - 1350 El Prado","2019-12-07 12:00:00","2019-12-07 23:00:00","","","SWEA San Diego","www.swea.org","1350 El Prado","32.731438","-117.15198"
"HPR International Christmas Festival (2-Day Event)","53101","","FESTIVAL","As a segment of the December Nights event in Balboa Park, the International Cottages invite you to come for a dinner of delicious ethnic foods, pastries, beer, and folkloric entertainment. National flags of the Pacific are waving and the cottages are open for visitors!","Balboa Park (House of Pacific Relations International Cottages & stage area).","2019-12-07 12:00:00","2019-12-07 23:00:00","","","House of Pacific Relations International Cottages","www.sdhpr.org","2171 Pan American Plz","32.727932","-117.15243"
"Ocean Beach Town Council Craft Fair","52393","","ATHLETIC","Enjoy the OB Craft Fair put on by the OB Town Council each year leading up to the holidays. Shop from local craft vendors and enjoy the beautiful oceanfront view. The holidays are right around the corner!","Veteran's Plaza and Lawn Area at Newport Avenue and Abbott Street","2019-12-07 09:00:00","2019-12-07 16:00:00","","","Ocean Beach Town Council ","www.obtowncouncil.org","1900 Oceant Front Street","32.746202600000004","-117.2542204"
"Old Town Artisan's Market","51707","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-12-07 09:00:00","2019-12-07 16:30:00","500","100","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.75278","-117.19491"
