latitude,longitude,year,month,day,DATE,ListID,list_name,N.cleanupAttempts,total_plastic,total_plasticbags,totalFishingLine,total_takeout
32.83,-117.2491,2018,10,9,10/9/18,22,NOAA Marine Debris,3,3,0,0,2
32.8292,-117.249,2018,10,15,10/15/18,22,NOAA Marine Debris,3,3,0,0,2
32.6963,-117.1514,2018,11,20,11/20/18,22,NOAA Marine Debris,1,3,0,0,2
32.8303,-117.2492,2019,6,6,6/6/19,22,NOAA Marine Debris,1,1,0,0,0
32.7487,-117.1669,2019,6,28,6/28/19,22,NOAA Marine Debris,2,2,0,0,1
32.7489,-117.1673,2019,7,24,7/24/19,22,NOAA Marine Debris,5,5,0,0,3
32.7486,-117.2532,2019,11,25,11/25/19,22,NOAA Marine Debris,1,1,0,0,0
32.7886,-117.0471,2020,1,11,1/11/20,22,NOAA Marine Debris,1,1,0,0,0
32.8988,-117.2043,2014,10,14,10/14/14,22,NOAA Marine Debris,1,1,0,0,1
32.8271,-117.2462,2014,10,30,10/30/14,22,NOAA Marine Debris,1,4,0,0,4
32.8272,-117.2483,2014,10,31,10/31/14,22,NOAA Marine Debris,1,1,0,0,1
32.8276,-117.2484,2014,10,31,10/31/14,22,NOAA Marine Debris,1,2,0,0,2
32.8288,-117.2488,2014,10,31,10/31/14,22,NOAA Marine Debris,1,1,0,0,1
32.8263,-117.2471,2014,11,3,11/3/14,22,NOAA Marine Debris,1,8,0,0,8
32.827,-117.2482,2014,11,3,11/3/14,22,NOAA Marine Debris,1,1,0,0,1
32.8998,-117.2042,2015,1,6,1/6/15,22,NOAA Marine Debris,1,3,0,0,3
32.8995,-117.2042,2015,1,28,1/28/15,22,NOAA Marine Debris,1,4,0,0,4
32.8319,-117.2495,2015,6,11,6/11/15,22,NOAA Marine Debris,2,2,0,0,2
32.8307,-117.2493,2015,6,11,6/11/15,22,NOAA Marine Debris,1,1,0,0,1
32.8302,-117.2491,2015,6,11,6/11/15,22,NOAA Marine Debris,1,1,0,0,1
32.8302,-117.2492,2015,6,11,6/11/15,22,NOAA Marine Debris,1,1,0,0,1
32.8277,-117.2485,2015,6,18,6/18/15,22,NOAA Marine Debris,1,1,0,0,1
32.7827,-117.2496,2015,7,16,7/16/15,22,NOAA Marine Debris,2,3,0,0,2
32.8258,-117.2488,2015,8,4,8/4/15,22,NOAA Marine Debris,2,2,0,0,2
32.8259,-117.2488,2015,8,4,8/4/15,22,NOAA Marine Debris,1,1,0,0,1
32.7808,-117.2223,2015,8,22,8/22/15,22,NOAA Marine Debris,2,6,0,0,6
32.829,-117.2489,2015,10,6,10/6/15,22,NOAA Marine Debris,1,1,0,0,1
32.8305,-117.2492,2015,10,19,10/19/15,22,NOAA Marine Debris,1,2,0,0,2
32.8279,-117.2485,2015,12,18,12/18/15,22,NOAA Marine Debris,3,3,0,0,3
32.828,-117.2486,2015,12,29,12/29/15,22,NOAA Marine Debris,2,2,0,0,2
32.8296,-117.2492,2017,12,19,12/19/17,22,NOAA Marine Debris,1,4,0,0,4
32.8301,-117.2491,2017,12,19,12/19/17,22,NOAA Marine Debris,1,1,0,0,1
32.7707,-117.2092,2018,1,23,1/23/18,22,NOAA Marine Debris,1,1,0,0,1
32.7709,-117.2095,2018,1,23,1/23/18,22,NOAA Marine Debris,1,1,0,0,1
32.771,-117.2095,2018,1,23,1/23/18,22,NOAA Marine Debris,1,1,0,0,1
32.7715,-117.2099,2018,1,23,1/23/18,22,NOAA Marine Debris,1,1,0,0,1
32.7717,-117.2099,2018,1,23,1/23/18,22,NOAA Marine Debris,1,1,0,0,1
32.7718,-117.21,2018,1,23,1/23/18,22,NOAA Marine Debris,1,1,0,0,1
32.7719,-117.2098,2018,1,23,1/23/18,22,NOAA Marine Debris,1,1,0,0,1
32.7719,-117.2099,2018,1,23,1/23/18,22,NOAA Marine Debris,1,1,0,0,1
32.7721,-117.2099,2018,1,23,1/23/18,22,NOAA Marine Debris,1,1,0,0,1
32.7726,-117.2099,2018,1,23,1/23/18,22,NOAA Marine Debris,1,1,0,0,1
32.8304,-117.2492,2018,1,23,1/23/18,22,NOAA Marine Debris,2,2,0,0,2
32.7708,-117.2092,2018,2,6,2/6/18,22,NOAA Marine Debris,1,1,0,0,1
32.771,-117.2094,2018,2,6,2/6/18,22,NOAA Marine Debris,4,4,0,0,4
32.7712,-117.2096,2018,2,6,2/6/18,22,NOAA Marine Debris,1,1,0,0,1
32.7712,-117.2097,2018,2,6,2/6/18,22,NOAA Marine Debris,1,1,0,0,1
32.8567,-117.2576,2018,2,8,2/8/18,22,NOAA Marine Debris,3,3,0,0,3
32.8574,-117.2579,2018,2,8,2/8/18,22,NOAA Marine Debris,1,1,0,0,1
32.8572,-117.258,2018,2,8,2/8/18,22,NOAA Marine Debris,1,1,0,0,1
32.8571,-117.2577,2018,2,8,2/8/18,22,NOAA Marine Debris,1,1,0,0,1
32.8568,-117.2575,2018,2,8,2/8/18,22,NOAA Marine Debris,3,3,0,0,3
32.8569,-117.2574,2018,2,8,2/8/18,22,NOAA Marine Debris,1,1,0,0,1
32.8568,-117.2576,2018,2,8,2/8/18,22,NOAA Marine Debris,1,1,0,0,1
32.7742,-117.2097,2018,3,10,3/10/18,22,NOAA Marine Debris,2,2,0,0,2
32.8561,-117.2583,2018,3,20,3/20/18,22,NOAA Marine Debris,1,1,0,0,1
32.8556,-117.2583,2018,3,20,3/20/18,22,NOAA Marine Debris,1,2,0,0,2
32.8563,-117.2581,2018,3,21,3/21/18,22,NOAA Marine Debris,1,1,0,0,1
32.7526,-117.2527,2018,3,21,3/21/18,22,NOAA Marine Debris,1,1,0,0,1
32.7486,-117.1655,2018,5,15,5/15/18,22,NOAA Marine Debris,2,2,0,0,2
32.8294,-117.2492,2018,5,23,5/23/18,22,NOAA Marine Debris,2,2,0,0,2
32.7482,-117.1682,2018,7,10,7/10/18,22,NOAA Marine Debris,2,2,0,0,2
32.8294,-117.2492,2018,8,10,8/10/18,22,NOAA Marine Debris,1,143,0,0,143
32.7486,-117.1657,2018,8,13,8/13/18,22,NOAA Marine Debris,6,7,0,0,7
32.8304,-117.2492,2018,8,23,8/23/18,22,NOAA Marine Debris,4,5,0,0,5
32.8301,-117.2493,2018,8,24,8/24/18,22,NOAA Marine Debris,2,3,0,0,3
32.7489,-117.1667,2018,9,6,9/6/18,22,NOAA Marine Debris,1,1,0,0,1
32.8292,-117.249,2018,9,7,9/7/18,22,NOAA Marine Debris,2,3,0,0,3
32.8291,-117.249,2018,9,7,9/7/18,22,NOAA Marine Debris,1,2,0,0,2
32.8288,-117.2488,2018,9,7,9/7/18,22,NOAA Marine Debris,6,7,0,0,7
32.7492,-117.1667,2018,9,21,9/21/18,22,NOAA Marine Debris,2,2,0,0,2
32.6698,-117.2454,2018,9,22,9/22/18,22,NOAA Marine Debris,2,2,0,0,2
32.67,-117.245,2018,9,22,9/22/18,22,NOAA Marine Debris,2,2,0,0,2
32.6681,-117.244,2018,9,22,9/22/18,22,NOAA Marine Debris,1,1,0,0,1
32.9845,-116.6783,2018,9,29,9/29/18,22,NOAA Marine Debris,7,11,0,0,11
32.7487,-117.166,2018,10,3,10/3/18,22,NOAA Marine Debris,6,7,0,0,7
32.7493,-117.1667,2018,10,3,10/3/18,22,NOAA Marine Debris,3,6,0,0,6
32.7494,-117.1667,2018,10,3,10/3/18,22,NOAA Marine Debris,6,11,0,0,11
32.8306,-117.2492,2018,10,5,10/5/18,22,NOAA Marine Debris,2,2,0,0,2
32.7486,-117.1667,2018,10,10,10/10/18,22,NOAA Marine Debris,1,1,0,0,1
32.7486,-117.1672,2018,10,12,10/12/18,22,NOAA Marine Debris,4,5,0,0,5
32.7486,-117.1668,2018,10,16,10/16/18,22,NOAA Marine Debris,2,4,0,0,4
32.7487,-117.1668,2018,10,16,10/16/18,22,NOAA Marine Debris,2,4,0,0,4
32.7486,-117.1669,2018,10,16,10/16/18,22,NOAA Marine Debris,4,9,0,0,9
32.7487,-117.1669,2018,10,16,10/16/18,22,NOAA Marine Debris,2,3,0,0,3
32.8297,-117.249,2018,10,16,10/16/18,22,NOAA Marine Debris,2,2,0,0,2
32.7483,-117.1681,2018,10,19,10/19/18,22,NOAA Marine Debris,1,8,0,0,8
32.7483,-117.1682,2018,10,19,10/19/18,22,NOAA Marine Debris,1,4,0,0,4
33.3323,-116.9075,2018,10,22,10/22/18,22,NOAA Marine Debris,1,2,0,0,2
33.3323,-116.9074,2018,10,22,10/22/18,22,NOAA Marine Debris,7,14,0,0,14
32.7488,-117.1667,2018,10,24,10/24/18,22,NOAA Marine Debris,2,3,0,0,3
32.7489,-117.1667,2018,10,24,10/24/18,22,NOAA Marine Debris,11,34,0,0,34
32.8293,-117.2491,2018,10,24,10/24/18,22,NOAA Marine Debris,4,9,0,0,9
32.6967,-117.1511,2018,11,20,11/20/18,22,NOAA Marine Debris,1,2,0,0,2
32.7495,-117.1668,2018,11,28,11/28/18,22,NOAA Marine Debris,5,11,0,0,11
32.7492,-117.1667,2018,11,28,11/28/18,22,NOAA Marine Debris,2,2,0,0,2
32.7491,-117.1667,2018,11,28,11/28/18,22,NOAA Marine Debris,2,4,0,0,4
32.749,-117.1667,2018,11,28,11/28/18,22,NOAA Marine Debris,1,2,0,0,2
32.749,-117.1668,2018,11,28,11/28/18,22,NOAA Marine Debris,2,3,0,0,3
32.8294,-117.2492,2018,11,28,11/28/18,22,NOAA Marine Debris,1,1,0,0,1
32.8295,-117.2492,2018,11,28,11/28/18,22,NOAA Marine Debris,4,5,0,0,5
32.749,-117.1672,2018,12,5,12/5/18,22,NOAA Marine Debris,2,3,0,0,3
32.83,-117.2491,2018,12,10,12/10/18,22,NOAA Marine Debris,8,10,0,0,10
32.8293,-117.2491,2018,12,11,12/11/18,22,NOAA Marine Debris,2,2,0,0,2
32.8294,-117.2491,2018,12,11,12/11/18,22,NOAA Marine Debris,3,3,0,0,3
32.8294,-117.2492,2018,12,11,12/11/18,22,NOAA Marine Debris,1,1,0,0,1
32.7495,-117.167,2018,12,20,12/20/18,22,NOAA Marine Debris,11,14,0,0,14
32.728,-117.1343,2019,1,26,1/26/19,22,NOAA Marine Debris,2,3,0,0,3
32.7279,-117.1343,2019,1,26,1/26/19,22,NOAA Marine Debris,1,1,0,0,1
32.7695,-117.2464,2019,1,29,1/29/19,22,NOAA Marine Debris,1,41,0,0,41
32.7486,-117.1662,2019,2,5,2/5/19,22,NOAA Marine Debris,1,1,0,0,1
33.3417,-116.9012,2019,2,23,2/23/19,22,NOAA Marine Debris,1,1,0,0,1
33.3387,-116.9008,2019,2,24,2/24/19,22,NOAA Marine Debris,1,2,0,0,2
32.8296,-117.2491,2019,2,27,2/27/19,22,NOAA Marine Debris,2,2,0,0,2
32.8295,-117.2491,2019,2,27,2/27/19,22,NOAA Marine Debris,4,5,0,0,5
33.2644,-116.4026,2019,3,3,3/3/19,22,NOAA Marine Debris,1,1,0,0,1
32.7485,-117.1675,2019,3,27,3/27/19,22,NOAA Marine Debris,3,6,0,0,6
32.7485,-117.1674,2019,3,27,3/27/19,22,NOAA Marine Debris,1,1,0,0,1
32.7486,-117.1674,2019,3,27,3/27/19,22,NOAA Marine Debris,1,1,0,0,1
32.8303,-117.2491,2019,6,6,6/6/19,22,NOAA Marine Debris,3,5,0,0,5
32.8302,-117.2491,2019,6,6,6/6/19,22,NOAA Marine Debris,2,3,0,0,3
32.8298,-117.2492,2019,6,6,6/6/19,22,NOAA Marine Debris,1,1,0,0,1
33.3323,-116.9074,2019,6,16,6/16/19,22,NOAA Marine Debris,5,8,0,0,8
32.7486,-117.1669,2019,6,28,6/28/19,22,NOAA Marine Debris,2,3,0,0,3
32.7486,-117.167,2019,6,28,6/28/19,22,NOAA Marine Debris,3,8,0,0,8
32.7706,-117.2482,2019,6,28,6/28/19,22,NOAA Marine Debris,1,7,0,0,7
32.771,-117.2493,2019,6,28,6/28/19,22,NOAA Marine Debris,2,3,0,0,3
32.771,-117.2494,2019,6,28,6/28/19,22,NOAA Marine Debris,1,1,0,0,1
32.77,-117.2511,2019,6,28,6/28/19,22,NOAA Marine Debris,1,1,0,0,1
32.7678,-117.2521,2019,6,28,6/28/19,22,NOAA Marine Debris,2,2,0,0,2
32.8299,-117.2491,2019,7,8,7/8/19,22,NOAA Marine Debris,4,6,0,0,6
32.83,-117.2491,2019,7,19,7/19/19,22,NOAA Marine Debris,4,5,0,0,5
32.8299,-117.2491,2019,7,19,7/19/19,22,NOAA Marine Debris,2,3,0,0,3
32.8296,-117.2491,2019,7,19,7/19/19,22,NOAA Marine Debris,3,3,0,0,3
32.749,-117.1666,2019,7,24,7/24/19,22,NOAA Marine Debris,3,4,0,0,4
32.749,-117.1668,2019,7,24,7/24/19,22,NOAA Marine Debris,3,3,0,0,3
32.7749,-117.2332,2019,8,3,8/3/19,22,NOAA Marine Debris,4,4,0,0,4
32.7749,-117.2331,2019,8,3,8/3/19,22,NOAA Marine Debris,1,1,0,0,1
32.8295,-117.2492,2019,8,6,8/6/19,22,NOAA Marine Debris,3,8,0,0,8
32.8296,-117.2492,2019,8,6,8/6/19,22,NOAA Marine Debris,1,2,0,0,2
32.9412,-115.1408,2019,12,1,12/1/19,22,NOAA Marine Debris,9,13,0,0,13
32.7484,-117.1675,2019,12,13,12/13/19,22,NOAA Marine Debris,1,1,0,0,1
32.7486,-117.1675,2019,12,13,12/13/19,22,NOAA Marine Debris,1,1,0,0,1
32.7486,-117.1674,2019,12,13,12/13/19,22,NOAA Marine Debris,3,3,0,0,3
32.8304,-117.2492,2019,12,13,12/13/19,22,NOAA Marine Debris,2,2,0,0,2
32.7605,-117.251,2019,12,15,12/15/19,22,NOAA Marine Debris,7,10,0,0,10
32.7606,-117.251,2019,12,15,12/15/19,22,NOAA Marine Debris,3,4,0,0,4
32.7606,-117.2511,2019,12,15,12/15/19,22,NOAA Marine Debris,7,9,0,0,9
32.7607,-117.2511,2019,12,15,12/15/19,22,NOAA Marine Debris,3,3,0,0,3
32.7607,-117.2512,2019,12,15,12/15/19,22,NOAA Marine Debris,3,3,0,0,3
32.7887,-117.047,2020,1,11,1/11/20,22,NOAA Marine Debris,1,1,0,0,1
32.7861,-117.0467,2020,1,11,1/11/20,22,NOAA Marine Debris,1,2,0,0,2
32.7966,-117.2513,2014,11,3,11/3/14,22,NOAA Marine Debris,1,1,0,0,1
32.8278,-117.2485,2015,6,18,6/18/15,22,NOAA Marine Debris,2,2,0,0,2
32.8283,-117.2487,2015,12,29,12/29/15,22,NOAA Marine Debris,1,1,0,0,1
32.7486,-117.1669,2018,1,23,1/23/18,22,NOAA Marine Debris,1,1,0,0,1
32.7523,-117.2526,2018,3,21,3/21/18,22,NOAA Marine Debris,1,1,0,0,1
32.7452,-117.0889,2018,4,21,4/21/18,22,NOAA Marine Debris,1,1,0,0,1
32.7487,-117.1656,2018,5,15,5/15/18,22,NOAA Marine Debris,2,2,0,0,2
32.8138,-117.0994,2018,7,3,7/3/18,22,NOAA Marine Debris,2,2,0,0,2
32.829,-117.2489,2018,9,7,9/7/18,22,NOAA Marine Debris,2,2,0,0,2
32.7495,-117.167,2019,6,7,6/7/19,22,NOAA Marine Debris,1,1,0,0,1
32.8301,-117.2492,2019,7,19,7/19/19,22,NOAA Marine Debris,1,1,0,0,1
32.7488,-117.1674,2019,11,18,11/18/19,22,NOAA Marine Debris,6,6,0,0,3
32.7827,-117.2491,2015,5,27,5/27/15,22,NOAA Marine Debris,1,1,0,0,0
32.8273,-117.2482,2014,10,27,10/27/14,22,NOAA Marine Debris,1,1,0,0,1
32.827,-117.2469,2014,10,30,10/30/14,22,NOAA Marine Debris,1,1,0,0,1
32.8273,-117.2483,2014,12,23,12/23/14,22,NOAA Marine Debris,1,1,0,0,1
32.832,-117.2494,2015,1,5,1/5/15,22,NOAA Marine Debris,1,1,0,0,1
32.7962,-117.2533,2015,2,9,2/9/15,22,NOAA Marine Debris,1,1,0,0,1
32.7707,-117.2091,2018,1,23,1/23/18,22,NOAA Marine Debris,1,1,0,0,1
32.7497,-117.2529,2018,3,15,3/15/18,22,NOAA Marine Debris,1,1,0,0,1
32.7489,-117.2531,2018,3,15,3/15/18,22,NOAA Marine Debris,1,1,0,0,1
32.7536,-117.2528,2018,3,21,3/21/18,22,NOAA Marine Debris,1,1,0,0,1
32.7506,-117.2528,2018,3,21,3/21/18,22,NOAA Marine Debris,1,1,0,0,1
32.7486,-117.1657,2018,4,13,4/13/18,22,NOAA Marine Debris,1,1,0,0,1
32.7496,-117.1663,2018,8,22,8/22/18,22,NOAA Marine Debris,1,1,0,0,1
32.8303,-117.2492,2018,8,23,8/23/18,22,NOAA Marine Debris,1,1,0,0,1
32.7483,-117.2068,2018,9,5,9/5/18,22,NOAA Marine Debris,1,1,0,0,1
32.7493,-117.1667,2018,9,21,9/21/18,22,NOAA Marine Debris,1,1,0,0,1
32.7104,-117.154,2018,10,4,10/4/18,22,NOAA Marine Debris,2,3,0,0,3
32.83,-117.2491,2018,10,5,10/5/18,22,NOAA Marine Debris,1,1,0,0,1
32.7967,-117.211,2018,11,3,11/3/18,22,NOAA Marine Debris,1,1,0,0,1
32.6959,-117.1536,2018,11,19,11/19/18,22,NOAA Marine Debris,1,1,0,0,1
32.6956,-117.1535,2018,11,19,11/19/18,22,NOAA Marine Debris,1,1,0,0,1
32.749,-117.1673,2018,12,5,12/5/18,22,NOAA Marine Debris,1,1,0,0,1
32.7489,-117.1674,2019,1,9,1/9/19,22,NOAA Marine Debris,1,1,0,0,1
32.7486,-117.1672,2019,1,23,1/23/19,22,NOAA Marine Debris,1,1,0,0,1
32.7679,-117.2525,2019,6,28,6/28/19,22,NOAA Marine Debris,1,1,0,0,1
32.7667,-117.2494,2019,6,28,6/28/19,22,NOAA Marine Debris,1,1,0,0,1
32.7648,-117.2513,2019,6,28,6/28/19,22,NOAA Marine Debris,1,1,0,0,1
32.8301,-117.2491,2019,7,19,7/19/19,22,NOAA Marine Debris,2,2,0,0,2
32.749,-117.1669,2019,7,24,7/24/19,22,NOAA Marine Debris,2,2,0,0,2
32.749,-117.167,2019,7,24,7/24/19,22,NOAA Marine Debris,1,1,0,0,1
32.7488,-117.2529,2018,3,15,3/15/18,22,NOAA Marine Debris,1,1,0,0,0
32.7695,-117.2467,2019,1,29,1/29/19,22,NOAA Marine Debris,1,2,0,0,0
32.6329,-117.1399,2019,9,28,9/28/19,22,NOAA Marine Debris,3,4,0,0,4
32.7487,-117.1674,2019,10,11,10/11/19,22,NOAA Marine Debris,2,2,0,0,2
32.748,-117.253,2019,11,25,11/25/19,22,NOAA Marine Debris,1,1,0,0,1
32.7483,-117.1681,2019,11,18,11/18/19,22,NOAA Marine Debris,4,5,0,0,5
32.7483,-117.168,2019,11,18,11/18/19,22,NOAA Marine Debris,2,2,0,0,2
32.7483,-117.1677,2019,11,18,11/18/19,22,NOAA Marine Debris,2,2,0,0,2
32.7483,-117.1676,2019,11,18,11/18/19,22,NOAA Marine Debris,2,2,0,0,2
32.7483,-117.1675,2019,11,18,11/18/19,22,NOAA Marine Debris,1,1,0,0,1
32.7484,-117.1675,2019,11,18,11/18/19,22,NOAA Marine Debris,2,2,0,0,2
32.7489,-117.1672,2019,11,18,11/18/19,22,NOAA Marine Debris,4,7,0,0,7
32.8297,-117.2491,2019,12,13,12/13/19,22,NOAA Marine Debris,5,6,0,0,6
32.7612,-117.2506,2019,12,15,12/15/19,22,NOAA Marine Debris,4,8,0,0,8
32.7612,-117.2505,2019,12,15,12/15/19,22,NOAA Marine Debris,9,13,0,0,13
32.7613,-117.2505,2019,12,15,12/15/19,22,NOAA Marine Debris,7,8,0,0,8
32.7614,-117.2505,2019,12,15,12/15/19,22,NOAA Marine Debris,2,2,0,0,2
32.7614,-117.2506,2019,12,15,12/15/19,22,NOAA Marine Debris,3,3,0,0,3
32.7866,-117.047,2020,1,11,1/11/20,22,NOAA Marine Debris,1,1,0,0,1
32.7485,-117.1674,2019,12,13,12/13/19,22,NOAA Marine Debris,4,4,0,0,4
32.8296,-117.2491,2019,12,13,12/13/19,22,NOAA Marine Debris,8,13,0,0,13
32.7608,-117.2512,2019,12,15,12/15/19,22,NOAA Marine Debris,5,8,0,0,8
32.7609,-117.2512,2019,12,15,12/15/19,22,NOAA Marine Debris,1,2,0,0,2
32.7609,-117.2511,2019,12,15,12/15/19,22,NOAA Marine Debris,8,11,0,0,11
32.7609,-117.251,2019,12,15,12/15/19,22,NOAA Marine Debris,3,3,0,0,3
32.761,-117.251,2019,12,15,12/15/19,22,NOAA Marine Debris,7,9,0,0,9
32.761,-117.2511,2019,12,15,12/15/19,22,NOAA Marine Debris,1,2,0,0,2
32.7611,-117.2511,2019,12,15,12/15/19,22,NOAA Marine Debris,7,8,0,0,8
32.7611,-117.2512,2019,12,15,12/15/19,22,NOAA Marine Debris,4,5,0,0,5
32.7612,-117.2511,2019,12,15,12/15/19,22,NOAA Marine Debris,6,6,0,0,6
32.7612,-117.251,2019,12,15,12/15/19,22,NOAA Marine Debris,6,6,0,0,6
32.7612,-117.2509,2019,12,15,12/15/19,22,NOAA Marine Debris,6,8,0,0,8
32.7612,-117.2508,2019,12,15,12/15/19,22,NOAA Marine Debris,6,6,0,0,6
32.7612,-117.2507,2019,12,15,12/15/19,22,NOAA Marine Debris,6,7,0,0,7
32.7861,-117.047,2020,1,11,1/11/20,22,NOAA Marine Debris,1,1,0,0,1
32.7827,-117.2504,2015,8,4,8/4/15,24,Ocean Conservancy ICC List,2,3,1,0,2
32.7816,-117.2516,2015,8,4,8/4/15,24,Ocean Conservancy ICC List,1,1,1,0,0
32.797,-117.2518,2015,8,10,8/10/15,24,Ocean Conservancy ICC List,2,2,1,0,1
32.7968,-117.2514,2015,8,10,8/10/15,24,Ocean Conservancy ICC List,1,1,1,0,0
32.7518,-117.2526,2017,5,2,5/2/17,24,Ocean Conservancy ICC List,25,70,1,0,67
32.7596,-117.2516,2019,12,15,12/15/19,24,Ocean Conservancy ICC List,6,8,4,0,0
32.7596,-117.2515,2019,12,15,12/15/19,24,Ocean Conservancy ICC List,1,1,1,0,0
32.7618,-117.2503,2019,12,22,12/22/19,24,Ocean Conservancy ICC List,5,280,11,0,151
32.7615,-117.2513,2019,12,23,12/23/19,24,Ocean Conservancy ICC List,3,4,1,0,3
32.7615,-117.2512,2019,12,23,12/23/19,24,Ocean Conservancy ICC List,3,4,4,0,0
32.7618,-117.2504,2019,12,24,12/24/19,24,Ocean Conservancy ICC List,6,5139,48,9,3033
32.7723,-117.2534,2019,12,25,12/25/19,24,Ocean Conservancy ICC List,4,268,1,0,199
32.761,-117.251,2019,12,29,12/29/19,24,Ocean Conservancy ICC List,2,2,2,0,0
32.761,-117.2511,2019,12,29,12/29/19,24,Ocean Conservancy ICC List,2,2,2,0,0
32.7612,-117.2511,2019,12,30,12/30/19,24,Ocean Conservancy ICC List,3,12,2,0,10
32.7609,-117.2511,2020,1,1,1/1/20,24,Ocean Conservancy ICC List,1,1,1,0,0
32.7618,-117.2504,2020,1,2,1/2/20,24,Ocean Conservancy ICC List,6,128,4,0,73
32.7618,-117.2504,2020,1,5,1/5/20,24,Ocean Conservancy ICC List,8,131,5,0,74
32.7618,-117.2504,2020,1,6,1/6/20,24,Ocean Conservancy ICC List,1,59,1,0,23
32.7612,-117.251,2020,1,7,1/7/20,24,Ocean Conservancy ICC List,2,2,2,0,0
32.762,-117.2505,2020,1,25,1/25/20,24,Ocean Conservancy ICC List,2,196,4,0,149
32.7601,-117.251,2020,1,29,1/29/20,24,Ocean Conservancy ICC List,9,13,1,0,12
32.7594,-117.2528,2020,2,2,2/2/20,24,Ocean Conservancy ICC List,3,23,3,0,20
32.762,-117.2503,2020,2,3,2/3/20,24,Ocean Conservancy ICC List,9,20,5,1,14
32.7601,-117.2492,2020,2,4,2/4/20,24,Ocean Conservancy ICC List,16,318,6,0,174
32.7691,-117.2532,2020,2,6,2/6/20,24,Ocean Conservancy ICC List,16,530,2,0,206
32.7602,-117.2512,2020,2,8,2/8/20,24,Ocean Conservancy ICC List,1,1,1,0,0
32.7601,-117.2512,2020,2,8,2/8/20,24,Ocean Conservancy ICC List,1,10,4,0,6
32.7605,-117.2523,2020,2,9,2/9/20,24,Ocean Conservancy ICC List,16,101,3,0,86
32.7596,-117.2514,2020,2,9,2/9/20,24,Ocean Conservancy ICC List,15,27,1,0,19
32.76,-117.251,2020,2,10,2/10/20,24,Ocean Conservancy ICC List,10,116,2,0,39
32.7509,-117.2504,2020,2,14,2/14/20,24,Ocean Conservancy ICC List,1,6,1,0,0
32.7593,-117.2519,2020,2,15,2/15/20,24,Ocean Conservancy ICC List,1,74,4,0,40
32.7685,-117.2455,2020,2,15,2/15/20,24,Ocean Conservancy ICC List,1,60,3,0,36
32.7657,-117.2525,2020,2,16,2/16/20,24,Ocean Conservancy ICC List,1,18,1,0,10
32.7595,-117.2516,2020,2,16,2/16/20,24,Ocean Conservancy ICC List,1,49,3,0,30
32.7607,-117.2518,2020,2,18,2/18/20,24,Ocean Conservancy ICC List,1,41,1,0,40
32.7618,-117.2504,2020,2,18,2/18/20,24,Ocean Conservancy ICC List,54,74,2,0,55
32.7619,-117.2504,2020,2,18,2/18/20,24,Ocean Conservancy ICC List,15,20,4,0,12
32.762,-117.2503,2020,2,18,2/18/20,24,Ocean Conservancy ICC List,3,23,2,0,21
32.7595,-117.2519,2020,2,20,2/20/20,24,Ocean Conservancy ICC List,1,53,3,0,25
32.761,-117.2506,2020,2,21,2/21/20,24,Ocean Conservancy ICC List,1,3,1,0,0
32.7649,-117.2524,2020,2,23,2/23/20,24,Ocean Conservancy ICC List,1,17,1,0,16
32.7721,-117.2529,2020,2,27,2/27/20,24,Ocean Conservancy ICC List,2,22,2,0,11
32.7606,-117.2509,2020,2,27,2/27/20,24,Ocean Conservancy ICC List,1,2,1,0,0
32.7691,-117.2519,2020,2,28,2/28/20,24,Ocean Conservancy ICC List,1,16,1,0,15
32.7602,-117.2516,2020,2,28,2/28/20,24,Ocean Conservancy ICC List,1,6,2,0,0
32.7556,-117.2504,2020,3,1,3/1/20,24,Ocean Conservancy ICC List,1,3,3,0,0
32.7561,-117.2464,2020,3,4,3/4/20,24,Ocean Conservancy ICC List,1,1,1,0,0
32.7596,-117.2515,2020,3,7,3/7/20,24,Ocean Conservancy ICC List,2,50,4,0,23
32.7709,-117.2529,2020,3,8,3/8/20,24,Ocean Conservancy ICC List,4,5,1,0,4
32.7689,-117.2528,2020,3,8,3/8/20,24,Ocean Conservancy ICC List,2,2,1,0,1
32.7621,-117.2536,2020,3,8,3/8/20,24,Ocean Conservancy ICC List,4,42,1,0,41
32.7672,-117.2531,2020,3,12,3/12/20,24,Ocean Conservancy ICC List,1,15,1,0,13
32.7708,-117.2527,2020,3,14,3/14/20,24,Ocean Conservancy ICC List,1,3,1,0,2
32.7725,-117.2523,2020,3,15,3/15/20,24,Ocean Conservancy ICC List,1,4,2,0,2
32.7721,-117.253,2020,3,22,3/22/20,24,Ocean Conservancy ICC List,1,33,3,0,18
32.7721,-117.2531,2020,3,23,3/23/20,24,Ocean Conservancy ICC List,1,9,1,0,8
32.7677,-117.2525,2020,3,25,3/25/20,24,Ocean Conservancy ICC List,12,45,2,0,12
32.7636,-117.252,2020,3,25,3/25/20,24,Ocean Conservancy ICC List,1,1,1,0,0
32.7683,-117.2511,2020,3,31,3/31/20,24,Ocean Conservancy ICC List,1,5,1,0,4
32.7679,-117.2522,2020,3,31,3/31/20,24,Ocean Conservancy ICC List,3,54,2,0,26
32.7722,-117.2495,2020,4,9,4/9/20,24,Ocean Conservancy ICC List,2,64,2,0,3
32.768,-117.2507,2020,4,9,4/9/20,24,Ocean Conservancy ICC List,1,1,1,0,0
